program,title,link,upvotes,bounty
Twitter,XSS via Direct Message deeplinks,hackerone.com/reports/341908,220,2940.0
HackerOne,Open Redirection in [https://www.hackerone.com/index.php],hackerone.com/reports/562417,31,0.0
Shopify,H1514 [beerify.shopifycloud.com] GraphQL discloses internal beer consumption,hackerone.com/reports/419883,48,802.2
Chrome,CVE-2019-5765: 1-click HackerOne account takeover on all Android devices,hackerone.com/reports/563870,192,0.0
Notepad++,Command injection by setting a custom search engine,hackerone.com/reports/497312,48,1137.83
Notepad++,A stack buffer overflow in BabyGrid.cpp can lead to program crashes via a malicious localization file,hackerone.com/reports/497255,8,284.47
Dropbox,URL modification changes server side behavior to allow access,hackerone.com/reports/506798,19,216.0
Mail.ru,Reflected cross site scripting at https://auto.mail.ru/reviews/add_review/ via problems_text parameter.,hackerone.com/reports/536341,6,0.0
Pornhub,Mobile Reflect XSS / CSRF at Advertisement Section on Search page,hackerone.com/reports/379705,14,200.0
Mail.ru,Stored XSS на странице pubg.mail.ru/community,hackerone.com/reports/497114,3,0.0
Notepad++,Security check failure or stack buffer overrun (crash),hackerone.com/reports/481335,17,285.34
Notepad++,Crash,hackerone.com/reports/496113,25,284.47
Grammarly,DOM based CSS Injection on grammarly.com,hackerone.com/reports/500436,57,250.0
Automattic,DOM based XSS in the WooCommerce plugin,hackerone.com/reports/507139,37,275.0
Node.js third-party modules,XSS in Bootbox,hackerone.com/reports/508446,4,0.0
HackerOne,DOM Based XSS in www.hackerone.com via PostMessage (bypass of #398054),hackerone.com/reports/499030,91,565.0
Ruby,Command injection in Pathname,hackerone.com/reports/449482,36,200.0
ZEIT,[serve] Path Traversal,hackerone.com/reports/510043,5,0.0
Redtube,idor allows you to delete photos and album from a gallery,hackerone.com/reports/380410,257,1500.0
Tron Foundation,DOS attack by consuming all CPU and using all available memory,hackerone.com/reports/479144,22,1500.0
Twitter,XSS and cache poisoning via upload.twitter.com on ton.twitter.com,hackerone.com/reports/84601,179,2520.0
Chaturbate,Unrestricted POST request size on /customer_support/information_form/ endpoint,hackerone.com/reports/514293,7,200.0
Vanilla,XSS: Group search terms,hackerone.com/reports/396370,105,300.0
Shipt,Price manipulation via fraction values (Parameter Tampering),hackerone.com/reports/388564,27,100.0
Zomato,Open AWS S3 bucket leaks all Images uploaded to Zomato chat,hackerone.com/reports/507097,36,300.0
Chaturbate,DoS attacks utilizing camo.stream.highwebmedia.com,hackerone.com/reports/507525,38,400.0
Zomato,[www.zomato.com] Blind XSS in one of the admin dashboard,hackerone.com/reports/461272,89,500.0
Grammarly,Reflected Cross Site Scripting (XSS),hackerone.com/reports/435144,9,0.0
Grammarly,Emails from Grammarly missing sanitization(lack of validation?) -&gt; HTML injection in emails,hackerone.com/reports/404864,20,0.0
Grammarly,"""More on Wikipedia"" link disclose ""Referrer"" and leak `window.opener` reference for arbitrary websites",hackerone.com/reports/409518,27,200.0
Twitter,"Twitter lite(Android): Vulnerable to local file steal, Javascript injection, Open redirect",hackerone.com/reports/499348,75,1120.0
Ubiquiti Inc.,UniFi Video Server web interface Configuration Restore CSRF leading to full application compromise,hackerone.com/reports/329749,20,500.0
Node.js third-party modules,A specifically malformed MQTT Subscribe packet crashes MQTT Brokers using the mqtt-packet module for decoding,hackerone.com/reports/541354,2,0.0
Udemy,[affiliates.udemy.com] Wordpress user admin information discloure,hackerone.com/reports/370777,49,50.0
Slack,XSS in gist integration,hackerone.com/reports/11073,148,500.0
VK.com,"Просмотр лайков и репостов фотографии, которая находятся в приватном альбоме",hackerone.com/reports/64754,12,300.0
Udemy,S3 bucket unnecessarily discloses permissions,hackerone.com/reports/330135,22,50.0
Khan Academy,Users can make accounts with a fake email address.,hackerone.com/reports/548587,9,0.0
Twitter,[Urgent] Invalidating OAuth2 Bearer token makes TweetDeck unavailable,hackerone.com/reports/210779,304,5040.0
HackerOne,Moving a report to a different program doesn't reassign the Custom Field Values,hackerone.com/reports/511779,10,0.0
Alliance of American Football,attacker can book unlimited tickets in free at https://aaf.com/checkout/order-received/21237/?key=wc_order_5bbef48fa35b2,hackerone.com/reports/422331,61,500.0
Shopify,H1514 Session Fixation on multiple shopify-built apps on *.shopifycloud.com and *.shopifyapps.com,hackerone.com/reports/423136,129,5000.0
Shopify,H1514 Lack of access control on edit packing slip template,hackerone.com/reports/417839,10,500.0
Shopify,H1514 Ability to Edit Packaging Slip Templates and View Product &amp; Shipping Information by a low privileged staff in a Sandbox Store,hackerone.com/reports/423198,5,500.0
HackerOne,Discrepancy in hacker profile report count may reveal existence of a private program by publishing a report,hackerone.com/reports/410015,134,3000.0
Lob,Old WebKit HTML agent in Template Preview function has multiple known vulnerabilities leading to RCE,hackerone.com/reports/520717,65,1500.0
Zendesk,Leaked artifactory_api_key via GitHub.,hackerone.com/reports/496925,20,3000.0
Zendesk,"Leaked artifactory_key, artifactory_api_key, and gcloud refresh_token via GitHub.",hackerone.com/reports/496414,16,3000.0
Revive Adserver,Deserialization of Untrusted Data in www/delivery/adxmlrpc.php,hackerone.com/reports/512076,3,0.0
Revive Adserver,Deserialization of Untrusted Data in www/delivery/dxmlrpc.php,hackerone.com/reports/542670,10,0.0
Revive Adserver,Open redirect in switch account functionality,hackerone.com/reports/390663,2,0.0
Grammarly,`open-url` command allows opening unlimited number of tabs pointing to arbitrary URLs,hackerone.com/reports/389076,33,500.0
HackerOne,Unreleased CTF Levels are Revealed on /group/user/ID1?user=USERID endpoint,hackerone.com/reports/536853,135,500.0
Shipt,Sensitive Clickjacking on admin login page.,hackerone.com/reports/389145,50,100.0
Monero,RingCT malformed tx prevents target from being able to sweep balance,hackerone.com/reports/506496,7,0.0
GitLab,JSON serialization of any Project model results in all Runner tokens being exposed through Quick Actions,hackerone.com/reports/509924,339,12000.0
concrete5,SVG file that HTML Included is able to upload via File Manager,hackerone.com/reports/437863,24,0.0
HackerOne,Homograph attack in escalate report,hackerone.com/reports/143975,18,500.0
Twitter,Protected tweets exposure through the URL,hackerone.com/reports/491473,61,560.0
GitLab,"Full access to internal Gitlab instances at redash.gitlab.com, dashboards.gitlab.com, prometheus.gitlab.com",hackerone.com/reports/498964,276,9500.0
Shopify,H1514 DOMXSS on Embedded SDK via Shopify.API.setWindowLocation abusing cookie Stuffing,hackerone.com/reports/422043,174,5000.0
Nextcloud,Talk / spreed: Disclosure of Room names and participants for password protected rooms,hackerone.com/reports/428010,12,50.0
Central Security Project,c3p0 may be exploited by a Billion Laughs Attack when loading XML configuration,hackerone.com/reports/509315,4,0.0
Zomato,[api.zomato.com] Able to manipulate order amount,hackerone.com/reports/512968,127,4500.0
Zomato,Bypassing the SMS sending limit for download app link.,hackerone.com/reports/517711,6,0.0
Zomato,Sending Unlimited Emails to anyone from zomato mail server.,hackerone.com/reports/518928,9,0.0
Lob,Discloser of Internal Ip address,hackerone.com/reports/518942,1,0.0
Ed,securitytemplate.site domain hijack,hackerone.com/reports/538651,15,0.0
Automattic,No Rate Limit on CrowdSignal Polls when Adding Comment,hackerone.com/reports/488923,10,150.0
GitLab,SSRF in CI after first run,hackerone.com/reports/369451,67,3000.0
HackerOne,Previous attachments can be referenced when creating a new report,hackerone.com/reports/129773,16,500.0
SEMrush,Web cache deception attack - expose earning state information,hackerone.com/reports/439021,3,0.0
SEMrush,Ports are not shown in third-party site redirect warning page.,hackerone.com/reports/482170,0,0.0
OLX,XSS inside HTML Link Tag,hackerone.com/reports/504984,29,0.0
Nextcloud,NextCloud is also Accepting OCTET-STREAM Type of Documents instead of jpg or Imge Files Only,hackerone.com/reports/271253,5,0.0
HackerOne,Missing Certificate Authority Authorization rule,hackerone.com/reports/410245,9,0.0
HackerOne,"Missing rate limit on critical user actions e.g. reset password, change email, disable account.",hackerone.com/reports/157750,9,0.0
HackerOne,HackerOne Integrations Design Issue,hackerone.com/reports/172289,33,500.0
VK.com,Логирование ответов запросов VK API в приложении Клевер,hackerone.com/reports/475177,3,300.0
RubyGems,Delete directory using symlink when decompressing tar,hackerone.com/reports/317321,7,0.0
Slack,Real Time Error Logs Through Debug Information,hackerone.com/reports/503283,86,1500.0
HackerOne,Lack of length validation on user address attribute,hackerone.com/reports/161947,16,0.0
HackerOne,Repeated mediation requests and multiple emails possible on a report.,hackerone.com/reports/156948,39,500.0
Shopify,H1514 Simple phishing using auto-created modal with weak URL-pattern check in incontext_app_link,hackerone.com/reports/422279,16,1837.0
HackerOne,Verbose PHP error messages exposed on a blog article,hackerone.com/reports/439174,11,0.0
Starbucks,Stored XSS on www.starbucks.com.sg/careers/career-center/career-landing-*,hackerone.com/reports/507957,35,500.0
Shopify,H1514 Wholesale customer without checkout permission can complete purchases,hackerone.com/reports/423546,7,500.0
Twitter,Insufficient OAuth callback validation which leads to Periscope account takeover,hackerone.com/reports/110293,244,5040.0
Starbucks,RCE and Complete Server Takeover of http://www.█████.starbucks.com.sg/,hackerone.com/reports/502758,447,4000.0
HackerOne,Hogging up all the resources on hackerone.com,hackerone.com/reports/125587,43,500.0
GitLab,Bypass of GitLab CI runner slash fix in YAML validation,hackerone.com/reports/409395,331,12000.0
HackerOne,Emails of invited collaborators are disclosed in full in payload for report participants,hackerone.com/reports/269230,105,1500.0
Node.js third-party modules,[harp] Path traversal using symlink,hackerone.com/reports/530289,3,0.0
HackerOne,CSV Injection at the CSV export feature,hackerone.com/reports/118582,7,500.0
U.S. Dept Of Defense,"Access to all █████████ files, including CAC authentication bypass",hackerone.com/reports/429000,19,0.0
U.S. Dept Of Defense,███ exposes sensitive shipment information to public web,hackerone.com/reports/389116,16,0.0
50m-ctf,$50 million CTF Writeup,hackerone.com/reports/514664,120,0.0
50m-ctf,"Weak credentials, Blind SQLi, Timing attack, that leads to web admin access",hackerone.com/reports/514584,6,0.0
50m-ctf,0xc0ffee's 50M-CTF Submission,hackerone.com/reports/514415,50,0.0
50m-ctf,Several vulnerabilities lead to Remote Code Execution and Arbitraty File Read on multiple servers,hackerone.com/reports/513525,19,0.0
50m-ctf,LFI on Accounting server and RCE on FliteThermostat admin server,hackerone.com/reports/509080,13,0.0
50m-ctf,@ajxchapman 50m-ctf writeup,hackerone.com/reports/508123,6,0.0
50m-ctf,CTF write-up: c8889970d9fb722066f31e804e351993,hackerone.com/reports/504413,3,0.0
50m-ctf,CTF Writeup - c8889970d9fb722066f31e804e351993,hackerone.com/reports/508011,5,0.0
50m-ctf,CTF Writeup,hackerone.com/reports/507023,2,0.0
50m-ctf,`Cody trolled us all` h1-702 CTF write-up,hackerone.com/reports/507148,7,0.0
50m-ctf,Writeup Hackerone 50M CTF,hackerone.com/reports/512023,20,0.0
50m-ctf,Writeup,hackerone.com/reports/529371,9,0.0
50m-ctf,Various vulnerabilities ultimately lead to attacker control over FliteThermostat server and access to internal accounting application source code,hackerone.com/reports/504355,6,0.0
Node.js third-party modules,[harp] File access even when they have been set to be ignored.,hackerone.com/reports/453820,3,0.0
Node.js third-party modules,[harp] Unsafe rendering of Markdown files,hackerone.com/reports/453795,2,0.0
Automattic,[FG-VD-19-022] Wordpress WooCommerce Cross-Site Scripting Vulnerability Notification,hackerone.com/reports/495583,30,200.0
Vanilla,FileUpload Plugin: CSRF (delete all attached files),hackerone.com/reports/367966,22,300.0
Vanilla,Persistent XSS via Signatures,hackerone.com/reports/413828,27,300.0
Vanilla,jsConnect Plugin: Takeover of existing account,hackerone.com/reports/384962,35,300.0
GitLab,"Removing a user from a private group doesn't remove him from group's project, if his project's role was changed",hackerone.com/reports/310185,12,2000.0
HackerOne,Invited team member can disclosure slack channels,hackerone.com/reports/509574,15,500.0
U.S. Dept Of Defense,███████ Site Exposes █████████ forms,hackerone.com/reports/395246,14,0.0
HackerOne,Path traversal leading to limited CSRF on GET requests on two endpoints,hackerone.com/reports/301862,37,500.0
GitLab,Claiming package names in GitLab's automatic package referencer.,hackerone.com/reports/462503,17,1000.0
HackerOne,"Client-Side Race Condition using Marketo, allows sending user to data-protocol in Safari when form without onSuccess is submitted on www.hackerone.com",hackerone.com/reports/381356,125,1250.0
Shopify,"H1514 Shopify API ruby SDK session setup lacks input validation, resulting in SSRF and leakage of client secret",hackerone.com/reports/423437,10,0.0
Unikrn,bypass Claudflare access crm.mautic.com,hackerone.com/reports/507012,7,50.0
Unikrn,Path Disclosure Vulnerability http://crm.******.com,hackerone.com/reports/503804,12,50.0
HackerOne,Corrupted Authorization header can cause logs not to be ingested properly in ████████,hackerone.com/reports/447488,15,0.0
